run_name,train-loss,train-seg_loss,train-ctl_loss,val-loss,val-seg_loss,val-ctl_loss,train-Dice,train-mIoU,val-Dice,val-mIoU
UNetPLCTL,0.7022536993026733,0.1554090827703476,0.4985339045524597,0.797696053981781,0.25527244806289673,0.5402275919914246,0.39228135347366333,0.26922258734703064,0.18491646647453308,0.11145975440740585
AttentionUNetPLCTL,0.4072690010070801,0.17707660794258118,0.2783235013484955,0.921948254108429,0.23589535057544708,0.683398425579071,0.2003737986087799,0.12172843515872955,0.12386117875576019,0.0713634118437767
MHAUNetPLCTL,0.6142166256904602,0.16453708708286285,0.433736115694046,0.8049723505973816,0.24851270020008087,0.5525720119476318,0.3006059527397156,0.19787266850471497,0.20154862105846405,0.10745888203382492
UNetPLSEG,1.2882104783784598e-05,,,0.2429589480161667,,,1.0,0.9859375357627869,0.28266555070877075,0.16496612131595612
AttentionUNetPLSEG,1.1154599633300677e-05,,,0.26119986176490784,,,1.0,0.9839844107627869,0.19358594715595245,0.1370171755552292
MHAUNetPLSEG,1.5862158761592582e-05,,,0.23830921947956085,,,1.0,0.987109363079071,0.17355084419250488,0.11975105106830597
