run_name,train-loss,train-seg_loss,train-ctl_loss,val-loss,val-seg_loss,val-ctl_loss,train-Dice,train-mIoU,val-Dice,val-mIoU
UNetPLCTL,0.02484985440969467,0.018316933885216713,0.004187283106148243,0.5936324000358582,0.1868486851453781,0.4051017463207245,0.6189107894897461,0.41636621952056885,0.4198681116104126,0.3333117663860321
AttentionUNetPLCTL,0.0325876921415329,0.016596322879195213,0.006576463580131531,0.6194099187850952,0.19630104303359985,0.4035997688770294,0.6290320754051208,0.4159054756164551,0.49604713916778564,0.32444998621940613
MHAUNetPLCTL,0.023812348023056984,0.016833558678627014,0.002394114388152957,0.6674438714981079,0.21826234459877014,0.4249511957168579,0.6445080041885376,0.41477251052856445,0.47566497325897217,0.3216315805912018
UNetPLSEG,0.003179083112627268,,,0.22286242246627808,,,0.8667909502983093,0.44997358322143555,0.458730012178421,0.3182550072669983
AttentionUNetPLSEG,0.0012197424657642841,,,0.25381237268447876,,,0.8779966831207275,0.4577367603778839,0.4955480098724365,0.322235643863678
MHAUNetPLSEG,0.0022551449947059155,,,0.21683664619922638,,,0.8674087524414062,0.45679032802581787,0.4698277413845062,0.3255179822444916
